len_in_AAs,num_parts,sim,0
9,7,38,16.0
9,7,39,27.0
9,7,40,28.0
9,7,41,23.0
9,7,42,5.0
9,7,43,33.0
9,7,44,13.0
9,7,45,14.0
9,7,46,22.0
9,7,47,14.0
9,7,48,13.0
9,7,49,15.0
9,7,50,18.0
9,7,51,20.0
9,7,52,16.0
9,7,53,28.0
9,7,54,10.0
9,7,55,10.0
9,7,56,14.0
9,7,57,25.0
9,7,58,18.0
9,7,59,9.0
9,7,60,27.0
9,7,61,17.0
9,7,62,23.0
9,7,63,26.0
9,7,64,24.0
9,7,65,17.0
10,3,0,30140.0
10,3,1,7295.0
10,3,2,38599.0
10,3,3,50137.0
10,3,4,53844.0
10,3,5,19564.0
10,3,6,39632.0
10,5,0,497.0
10,5,1,178.0
10,5,2,729.0
10,5,3,459.0
10,5,4,533.0
10,5,5,512.0
10,5,6,374.0
10,7,0,23.0
10,7,1,61.0
10,7,2,44.0
10,7,3,67.0
10,7,4,100.0
10,7,5,73.0
10,7,6,60.0
